Data Caixa,CodO,Credito,CodD,Debito,Extrato, Valor 
23-Nov-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,141.38
23-Nov-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-AGNALDO ROD-20/11,12.9
23-Nov-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-ARLINDIOMAR-21/11,10
23-Nov-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-BIEI PARK -21/11,12
23-Nov-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-CACHOEIRA N-23/11,24.9
23-Nov-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-GENIAL -20/11,45.54
23-Nov-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-MAX LJ DE -20/11,7.25
23-Nov-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-MAX LJ DE -21/11,15.25
23-Nov-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-MAX LJ DE -22/11,14.25
23-Nov-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-ST ETIENNE -20/11,35.75
23-Nov-15,10103,Conta Corrente Itau,40702,Taxas Bancarias,SEGURO CARTAO,4.99
24-Nov-15,20201,Nubank,40301,Combustivel & Oleo,Auto Posto Circulista,60
24-Nov-15,20201,Nubank,40204,Lanches e Refeicoes,Bar e Lanc Estadao,32.5
24-Nov-15,20201,Nubank,40201,Supermercado,Carrefour Epa,104.11
24-Nov-15,20201,Nubank,40301,Combustivel & Oleo,Ipimax Lubrificantes,50
24-Nov-15,20201,Nubank,40205,Almocos e Jantares,Lanch Rest Ministo,25
25-Nov-15,10103,Conta Corrente Itau,10105,Aplicaoes Automaticas Itau,APL APLIC AUT MAIS,1297.75
25-Nov-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-MAX LJ DE -25/11,12.25
25-Nov-15,20301,Divida com Amauri,10103,Conta Corrente Itau,TBI 445403121-4 tokpag,1500.00
25-Nov-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,TBI 560207272-9 tokpag,50
26-Nov-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-FORMULA PAR-26/11,20
26-Nov-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-REDE PARK -26/11,18
26-Nov-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-REST ARRUMA-26/11,8.25
27-Nov-15,10103,Conta Corrente Itau,40206,Cafes,RSHOP-LEMONY CAFE-27/11,10
27-Nov-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-MAX LJ DE -27/11,12.85
30-Nov-15,20201,Nubank,40301,Combustivel & Oleo,Groenlandia Auto Posto,50
30-Nov-15,10103,Conta Corrente Itau,40701,Juros,LIS/JUROS,32.58
30-Nov-15,20201,Nubank,40202,Alimentacao Trabalho,Red Steak Burger,54.01
30-Nov-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-PORTAL DO C-28/11,7.25
30-Nov-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-RESTAURANTE-30/11,10.75
1-Dec-15,20201,Nubank,40708,Nao Classificado,Antonio Viana de Mesquita,40
1-Dec-15,20201,Nubank,40502,Bares & Bebidas,Botequim do Hugo,41
1-Dec-15,10302,Credito com Familiares,10301,Credito com Amigos,Cart‹o de Cr_dito BB Black,769
1-Dec-15,10302,Credito com Familiares,40705,Outras de Viagens,Cart‹o de Cr_dito BB Black,1030.79
1-Dec-15,10302,Credito com Familiares,10502,Moveis,Cart‹o de Cr_dito BB Black,1300.00
1-Dec-15,10302,Credito com Familiares,10301,Credito com Amigos,Cart‹o de Cr_dito BB Black,1894.30
1-Dec-15,20201,Nubank,40205,Almocos e Jantares,Consulado Mineiro,52
1-Dec-15,10103,Conta Corrente Itau,40701,Juros,IOF,5.54
1-Dec-15,20201,Nubank,40301,Combustivel & Oleo,Lorena Autoposto,50
1-Dec-15,10103,Conta Corrente Itau,40702,Taxas Bancarias,SEGURO LIS ITAU 15120,2
1-Dec-15,10101,Carteira,40705,Outras Despesas,,200
1-Dec-15,30200,Presentes da Familia,10402,Previdencia Privada,,430
2-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Aun Restaurantes,26
2-Dec-15,20201,Nubank,40502,Bares & Bebidas,Bar Tribunal,20
2-Dec-15,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.01
2-Dec-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,75.81
2-Dec-15,10103,Conta Corrente Itau,40506,Livros. Revistas & Jornais,RSHOP-BANCA PEDRO-02/12,12.9
2-Dec-15,10103,Conta Corrente Itau,40206,Cafes,RSHOP-CAFE NOVA I-02/12,4.5
2-Dec-15,10103,Conta Corrente Itau,40507,Cinema,RSHOP-KINOPLEX IT-02/12,5
2-Dec-15,10103,Conta Corrente Itau,40507,Cinema,RSHOP-KINOPLEX IT-02/12,22.5
2-Dec-15,10103,Conta Corrente Itau,40206,Cafes,RSHOP-STARBUCKS 0-02/12,1.7
2-Dec-15,10103,Conta Corrente Itau,40702,Taxas Bancarias,TAR PACOTE 4 MENS 11/15,42
3-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Cachoeira Natural,24.9
3-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Prime Burger,56.1
3-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-BUTIQUIM M3-03/12,10
4-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Befresh Restaurante,58.85
4-Dec-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,17.25
4-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-MAX LJ DE -04/12,7.25
7-Dec-15,10103,Conta Corrente Itau,10105,Aplicaoes Automaticas Itau,APL APLIC AUT MAIS,4973.13
7-Dec-15,20201,Nubank,40206,Cafes,Caf_ Nova Itaim,17.5
7-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Madeireira,35.25
7-Dec-15,20201,Nubank,40301,Combustivel & Oleo,Posto Girassool V Marke,50
7-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AM PM CONVE-05/12,10.25
7-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AM PM CONVE-06/12,7.25
7-Dec-15,10103,Conta Corrente Itau,40506,Livros. Revistas & Jornais,RSHOP-BANCA PEDRO-07/12,12.9
7-Dec-15,10103,Conta Corrente Itau,40206,Cafes,RSHOP-CAFE E LETR-06/12,13
7-Dec-15,10103,Conta Corrente Itau,40507,Cinema,RSHOP-ESPACO ITAU-06/12,15
7-Dec-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-MASSIS ESTA-06/12,25
7-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-MAX LJ DE -05/12,15
7-Dec-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-REDE PARK -05/12,20
7-Dec-15,10103,Conta Corrente Itau,40206,Cafes,RSHOP-STARBUCKS 0-07/12,9.5
7-Dec-15,30102,Beneficios,10103,Conta Corrente Itau,SISPAG INSEED INV LTDA,338
7-Dec-15,30101,Salario,10103,Conta Corrente Itau,TBI 870519019-0 C/C,2400.00
7-Dec-15,30101,Salario,10103,Conta Corrente Itau,TBI 870519019-0 C/C,3000.00
7-Dec-15,10103,Conta Corrente Itau,20202,Cartao Itau Master,INT MULTIPLO20,496.97
8-Dec-15,20201,Nubank,40503,Conveniencia,Am Pm Conveniencia,19
8-Dec-15,20201,Nubank,40502,Bares & Bebidas,Filippi Santhiago Lanch,14
8-Dec-15,10103,Conta Corrente Itau,40101,Aluguel,INT NET 000260166998,345.29
8-Dec-15,10103,Conta Corrente Itau,40306,Estacionamento,INT PAG TIT BANCO 033,300
8-Dec-15,20201,Nubank,40301,Combustivel & Oleo,Maxicar,50
8-Dec-15,20201,Nubank,40502,Bares & Bebidas,Merc Delivery Sao Roque,54
8-Dec-15,20201,Nubank,40204,Lanches e Refeicoes,Paes e Doces Charmosa,17.3
8-Dec-15,20201,Nubank,40502,Bares & Bebidas,Peixaria Bar e Venda,90
8-Dec-15,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.02
8-Dec-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,512.52
8-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-ALVARENGAS -08/12,7.25
8-Dec-15,20201,Nubank,40708,Nao Classificado,Seu Padreco C Lancho,130
9-Dec-15,10103,Conta Corrente Itau,40101,Aluguel,INT NET 000262288370,355.51
9-Dec-15,10103,Conta Corrente Itau,10104,Conta Corrente Banco do Brasil,INT PAG TIT BANCO 001,820.88
9-Dec-15,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.04
9-Dec-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,1284.85
9-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-STAR075 BAN-09/12,8.5
9-Dec-15,10103,Conta Corrente Itau,10101,Carteira,SAQUE 24H 03914918,100
9-Dec-15,10104,Conta Corrente Banco do Brasil,40705,Outras Despesas,,820.88
10-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Aun Restaurantes Baruk,26
10-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Baruk,51.87
10-Dec-15,10103,Conta Corrente Itau,40708,Nao Classificado,INT PAG TIT BANCO 237,27.7
10-Dec-15,10103,Conta Corrente Itau,40101,Aluguel,INT TED 479046,1500.00
10-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,New Dog,42
10-Dec-15,20201,Nubank,40201,Supermercado,Pao de Açucar,57.54
10-Dec-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,1554.95
10-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AM PM CONVE-10/12,7.25
10-Dec-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-RETALHO GOR-10/12,20
10-Dec-15,20202,Cartao Itau Master,40506,Livros. Revistas & Jornais,Spotify,22.35
11-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Pizza A,21.38
11-Dec-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,71.25
11-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-MAX LJ DE -11/12,11.25
11-Dec-15,10103,Conta Corrente Itau,40504,Balada,RSHOP-TEAM EVENTO-11/12,60
12-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Wall Street Bar SP,27.5
14-Dec-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,91.9
14-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-ALVARENGAS -14/12,7.25
14-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-MAX LJ DE -12/12,15.75
14-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-MAX LJ DE -14/12,9
14-Dec-15,10103,Conta Corrente Itau,40504,Balada,RSHOP-MORRISON RO-12/12,29
14-Dec-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-SUBITO-SHOP-14/12,30.9
15-Dec-15,20201,Nubank,40203,Delivery,Carcamano Pizzaria,53.8
15-Dec-15,20201,Nubank,40708,Nao Classificado,Ingressos,54
15-Dec-15,10103,Conta Corrente Itau,20201,Nubank,INT PAG TIT BANCO 033,1470.31
15-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Lanch Rest Ministro,20
15-Dec-15,20201,Nubank,40301,Combustivel & Oleo,Maxiar,50
15-Dec-15,20201,Nubank,40708,Nao Classificado,Monchu,18
15-Dec-15,20201,Nubank,40708,Nao Classificado,Monchu,40
15-Dec-15,20201,Nubank,40708,Nao Classificado,Monchu,45
15-Dec-15,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.02
15-Dec-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,1574.79
15-Dec-15,10103,Conta Corrente Itau,40206,Cafes,RSHOP-CAFE NOVA I-15/12,4.5
15-Dec-15,10103,Conta Corrente Itau,10101,Carteira,SAQUE 24H 05585955,100
15-Dec-15,20201,Nubank,40301,Combustivel & Oleo,Shell,40
16-Dec-15,20201,Nubank,40506,Livros. Revistas & Jornais,Banca Pedroso Alvarenga,12.9
16-Dec-15,20201,Nubank,40206,Cafes,Caf_ Nova Itaim,9
16-Dec-15,20201,Nubank,40502,Bares & Bebidas,GenesioBar,30
16-Dec-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,12.25
16-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-SHELL -16/12,12.25
17-Dec-15,20201,Nubank,40502,Bares & Bebidas,Embabarauma,40
17-Dec-15,20201,Nubank,40205,Almocos e Jantares,makis Place,46.64
18-Dec-15,20202,Cartao Itau Master,40702,Taxas Bancarias,Anuidade,27.25
18-Dec-15,20201,Nubank,40708,Nao Classificado,Don Mariano,38.83
18-Dec-15,20202,Cartao Itau Master,40701,Juros,Juros,2.54
18-Dec-15,20202,Cartao Itau Master,40701,Juros,Juros,32.99
18-Dec-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-RESTAURANTE-18/12,7.75
18-Dec-15,20201,Nubank,40301,Combustivel & Oleo,Shell,40
18-Dec-15,20201,Nubank,40301,Combustivel & Oleo,Start075 Bandeira,30
21-Dec-15,20201,Nubank,40502,Bares & Bebidas,City das Batidas,30
21-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Marseille Rotisseria,32.23
21-Dec-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,26.75
21-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AM PM CONVE-20/12,7.25
21-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AM PM CONVE-21/12,7.25
21-Dec-15,10103,Conta Corrente Itau,40206,Cafes,RSHOP-CAFE NOVA I-21/12,4.5
22-Dec-15,20201,Nubank,40708,Nao Classificado,Comprebem V Moraes,45.51
22-Dec-15,20201,Nubank,40502,Bares & Bebidas,Lanchonete 910 Comer,100
22-Dec-15,20201,Nubank,40301,Combustivel & Oleo,Maxicar,50
22-Dec-15,20201,Nubank,40708,Nao Classificado,Monchu,5
22-Dec-15,20201,Nubank,40708,Nao Classificado,Monchu,29
22-Dec-15,20201,Nubank,40708,Nao Classificado,Monchu,35
22-Dec-15,20201,Nubank,40204,Lanches e Refeicoes,Paes e Doces Charmosa,20.74
22-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Pizzaa,23.57
22-Dec-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,34.54
22-Dec-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-BOLADOS -22/12,22.3
22-Dec-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-MAX LJ DE -22/12,7.25
22-Dec-15,10103,Conta Corrente Itau,40702,Taxas Bancarias,SEGURO CARTAO,4.99
23-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Cachoeira Tropical,26
23-Dec-15,20201,Nubank,40203,Delivery,iFood,40.3
24-Dec-15,20201,Nubank,40301,Combustivel & Oleo,CA Agua Espraiada,50
24-Dec-15,20201,Nubank,40507,Cinema,Cinemark,12
24-Dec-15,20201,Nubank,40507,Cinema,Cinemark,36
25-Dec-15,20201,Nubank,40506,Livros. Revistas & Jornais,Banca Pedroso Alvarenga,12.9
25-Dec-15,20201,Nubank,40206,Cafes,Caf_ Nova Itaim,8.5
25-Dec-15,20201,Nubank,40202,Alimentacao Trabalho,Pizzaa,17.05
29-Dec-15,20201,Nubank,40301,Combustivel & Oleo,A P Hungria,100
29-Dec-15,20201,Nubank,40503,Conveniencia,Anubis Servi Automotivo,13.25
29-Dec-15,20201,Nubank,40301,Combustivel & Oleo,Auto Posto,57.5
29-Dec-15,20201,Nubank,40301,Combustivel & Oleo,Auto Posto Sauipe,208.72
29-Dec-15,20201,Nubank,40503,Conveniencia,Br Mania,9
29-Dec-15,20201,Nubank,40708,Nao Classificado,Cafeteria Santa Fe,37.29
29-Dec-15,20201,Nubank,40301,Combustivel & Oleo,Max LJ Conveniencia,83
29-Dec-15,20201,Nubank,40301,Combustivel & Oleo,Max LJ Conveniencia,84
29-Dec-15,20201,Nubank,40503,Conveniencia,P Tres Cachoeiras,7.25
29-Dec-15,20201,Nubank,40301,Combustivel & Oleo,P Tres Cachoeiras,124
29-Dec-15,20201,Nubank,40504,Balada,Trackers Cursos,40
29-Dec-15,20201,Nubank,40204,Lanches e Refeicoes,Villa Grano,27.8
1-Jan-16,10101,Carteira,40705,Outras Despesas,,1459.54
1-Jan-16,30200,Presentes da Familia,10402,Previdencia Privada,,430
4-Jan-16,10103,Conta Corrente Itau,40701,Juros,OPF IOF CAMBIO,54.84
4-Jan-16,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.13
4-Jan-16,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,914.25
4-Jan-16,10103,Conta Corrente Itau,10101,Carteira,SAQUE INTER US$ 205.00,859.54
5-Jan-16,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.03
5-Jan-16,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,192.16
5-Jan-16,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PAES E DOCE-05/01,25.92
5-Jan-16,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-PIZZA A 510-05/01,15.27
5-Jan-16,10103,Conta Corrente Itau,10101,Carteira,SAQUE 24H 03959954,100
5-Jan-16,10103,Conta Corrente Itau,40702,Taxas Bancarias,TAR PACOTE 4 MENS 12/15,42
5-Jan-16,10103,Conta Corrente Itau,40701,Juros,TAR SAQUE INTERNACIONAL,9
6-Jan-16,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.04
6-Jan-16,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,50.35
6-Jan-16,10103,Conta Corrente Itau,40206,Cafes,RSHOP-CAFE NOVA I-06/01,8.5
6-Jan-16,10103,Conta Corrente Itau,40205,Almocos e Jantares,RSHOP-NATURAL DA -06/01,34.2
6-Jan-16,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-PIZZA A 510-06/01,21.38
7-Jan-16,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-CACHOEIRA T-07/01,26
7-Jan-16,10103,Conta Corrente Itau,40206,Cafes,RSHOP-CAFE NOVA I-07/01,18
7-Jan-16,30102,Beneficios,10103,Conta Corrente Itau,SISPAG INSEED INV LTDA,300
7-Jan-16,10103,Conta Corrente Itau,20202,Cartao Itau Master,INT MULTIPLO20,295.71
8-Jan-16,10103,Conta Corrente Itau,10105,Aplicaoes Automaticas Itau,APL APLIC AUT MAIS,2484.82
8-Jan-16,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -08/01,60
8-Jan-16,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-DONA DEOLA -08/01,32.4
8-Jan-16,10103,Conta Corrente Itau,40201,Supermercado,RSHOP-PAO DE ACUC-08/01,229.38
8-Jan-16,30101,Salario,10103,Conta Corrente Itau,TBI 870519019-0 C/C,3000.00
10-Jan-16,10302,Credito com Familiares,40508,Educacao,Cart‹o de Cr_dito BB Black,11005.91
10-Jan-16,20202,Cartao Itau Master,40506,Livros. Revistas & Jornais,Spotify,22.35
11-Jan-16,10103,Conta Corrente Itau,10101,Carteira,CXE 000935 SAQUE,400
11-Jan-16,10103,Conta Corrente Itau,20201,Nubank,INT PAG TIT BANCO 033,1200.00
11-Jan-16,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,1129.35
11-Jan-16,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -09/01,11.75
11-Jan-16,10103,Conta Corrente Itau,40205,Almocos e Jantares,RSHOP-BULLGUER AL-10/01,20
11-Jan-16,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-MAXICAR -10/01,50
11-Jan-16,10103,Conta Corrente Itau,40201,Supermercado,RSHOP-MERCADO ISA-09/01,48
11-Jan-16,10103,Conta Corrente Itau,40201,Supermercado,RSHOP-MERCADO ISA-09/01,48
11-Jan-16,10103,Conta Corrente Itau,40201,Supermercado,RSHOP-MERCADO ISA-10/01,399
11-Jan-16,10103,Conta Corrente Itau,40504,Balada,RSHOP-PAGNET-EVEN-10/01,45
11-Jan-16,10103,Conta Corrente Itau,40201,Supermercado,RSHOP-PAO DE ACUC-11/01,173.93
11-Jan-16,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-PIZZAA 510 -11/01,23.67
11-Jan-16,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-POSTO RIV S-09/01,100
11-Jan-16,10103,Conta Corrente Itau,40205,Almocos e Jantares,RSHOP-THE ASIAN F-10/01,50
11-Jan-16,30101,Salario,10103,Conta Corrente Itau,TBI 870519019-0 C/C,1700.00
11-Jan-16,10103,Conta Corrente Itau,40107,Vaga de Garagem,TBI 938510302-4 C/C,400
12-Jan-16,10103,Conta Corrente Itau,40101,Aluguel,INT TED 7450032038620294,2150.00
12-Jan-16,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,1355.47
12-Jan-16,10103,Conta Corrente Itau,40507,Cinema,RSHOP-KINOPLEX IT-12/01,14
12-Jan-16,10103,Conta Corrente Itau,40507,Cinema,RSHOP-KINOPLEX IT-12/01,17.5
12-Jan-16,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-SAINT GERMA-12/01,21.1
13-Jan-16,20201,Nubank,40701,Juros,IOF Rotativo,0.14
13-Jan-16,20201,Nubank,40701,Juros,Juros de Financiamento,0.99
13-Jan-16,10103,Conta Corrente Itau,40201,Supermercado,RSHOP-PAO DE ACUC-13/01,117.67
13-Jan-16,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-PIZZA A 510-13/01,19.6
14-Jan-16,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-ESPACO METR-14/01,18
14-Jan-16,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-HORTISABOR -14/01,33.4
14-Jan-16,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-MANDIBULA -15/01,27
14-Jan-16,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-POSTO GIRAS-14/01,8.5
14-Jan-16,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-POSTO GIRAS-14/01,20
15-Jan-16,20202,Cartao Itau Master,40702,Taxas Bancarias,Anuidade,27.25
15-Jan-16,20202,Cartao Itau Master,40506,Livros. Revistas & Jornais,Jornal 1/11,81.66
15-Jan-16,20202,Cartao Itau Master,40701,Juros,Juros,22.25
15-Jan-16,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-BOTECO SAO -15/01,51.67
15-Jan-16,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-MANDIBULA -15/01,27
15-Jan-16,10103,Conta Corrente Itau,40201,Supermercado,RSHOP-PAO DE ACUC-15/01,49.56
15-Jan-16,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-RESTAURANTE-15/01,7.25
18-Jan-16,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-C DO PADRE -17/01,75
18-Jan-16,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-CACHOEIRA N-18/01,24.9
18-Jan-16,10103,Conta Corrente Itau,40501,Festas. Shows & Eventos,RSHOP-JAZZNOSFUND-17/01,25
18-Jan-16,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-LUAN TEIXEI-17/01,50
18-Jan-16,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PAMPLONA II-16/01,37
18-Jan-16,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-SKY AUTO PO-16/01,30
18-Jan-16,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-SKY BLUE CO-16/01,15.25
18-Jan-16,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-T N T POSTO-17/01,50
18-Jan-16,20301,Divida com Amauri,10103,Conta Corrente Itau,TBI 445403121-4 tokpag,1500.00
18-Jan-16,10103,Conta Corrente Itau,40705,Outras Despesas,TBI 560207272-9 tokpag,70
19-Jan-16,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-ED COM TO-19/01,30
20-Jan-16,10103,Conta Corrente Itau,40205,Almocos e Jantares,RSHOP-ALMANARA RE-20/01,39.95
20-Jan-16,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-GARAGEM GRA-20/01,34
21-Jan-16,10103,Conta Corrente Itau,40401,Farmacia,RSHOP-DROGA RAIA -21/01,46
21-Jan-16,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-RESTAURANTE-21/01,7.25
21-Jan-16,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-SHELL -21/01,50
21-Jan-16,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-STAR 041 BE-21/01,16.4
21-Jan-16,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-VERDE E GRI-21/01,34.5
22-Jan-16,10103,Conta Corrente Itau,40702,Hospedagem,DOC INT 038992,210
22-Jan-16,10103,Conta Corrente Itau,40205,Almocos e Jantares,RSHOP-CONSULADO M-22/01,66
26-Jan-16,10301,Credito com Amigos,10103,Conta Corrente Itau,DOC 0011191GUSTAVO L R,200
26-Jan-16,20201,Nubank,40708,Nao Classificado,Espaco de Cultura,65
26-Jan-16,20201,Nubank,40205,Almocos e Jantares,Hamburguinho,30
26-Jan-16,20201,Nubank,10502,Moveis,Leroy Merlin,85.74
26-Jan-16,20201,Nubank,40503,Conveniencia,max LJ de Conveniencia,14.5
26-Jan-16,20201,Nubank,40502,Bares & Bebidas,Merc Delivery Sao Roque,70
26-Jan-16,20201,Nubank,40503,Conveniencia,Nossa Budega,3
26-Jan-16,20201,Nubank,40204,Lanches e Refeicoes,Paes e Doces Charmosa,11.43
26-Jan-16,20201,Nubank,40201,Supermercado,Pao de Açucar,19.14
26-Jan-16,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PAES E DOCE-23/01,14.02
26-Jan-16,20201,Nubank,10502,Moveis,Tok Stock,94.7
27-Jan-16,20201,Nubank,40503,Conveniencia,Max LJ de Conveniencia,21
27-Jan-16,20201,Nubank,40301,Combustivel & Oleo,Shell,50
28-Jan-16,20201,Nubank,40202,Alimentacao Trabalho,Hortisabor,40.9
28-Jan-16,10103,Conta Corrente Itau,40701,Juros,LIS/JUROS,40.26
