Data Caixa;CodO;Credito;CodD;Debito;Extrato; Valor 
9-Feb-17;10103;Conta Corrente Itau;20203;Cartao Itau Visa;ITAUCARD VISA 1602-3056;1336.35
9-Mar-17;10103;Conta Corrente Itau;20203;Cartao Itau Visa;ITAUCARD VISA 1602-3056;1890.84
10-Apr-17;10103;Conta Corrente Itau;20203;Cartao Itau Visa;ITAUCARD VISA 1602-3056;2148.84
9-May-17;10103;Conta Corrente Itau;20203;Cartao Itau Visa;ITAUCARD VISA 1602-3056;3095.33
9-Jun-17;10103;Conta Corrente Itau;20203;Cartao Itau Visa;ITAUCARD VISA 1602-3056;4023.67
10-Jul-17;10103;Conta Corrente Itau;20203;Cartao Itau Visa;ITAUCARD VISA 9101-3187;2316.58
9-Aug-17;10103;Conta Corrente Itau;20203;Cartao Itau Visa;ITAUCARD VISA 9101-3187;3424.81
14-Sep-17;10103;Conta Corrente Itau;20203;Cartao Itau Visa;INT UNICLASS20;3731.52
9-Oct-17;10103;Conta Corrente Itau;20203;Cartao Itau Visa;ITAUCARD VISA 9101-3187;3487.14
27-Sep-17;40701;Juros;20203;Cartao Itau Visa;CR DIFERENCA COTACAO U$;1.74
22-Aug-17;40708;Nao Classificado;20203;Cartao Itau Visa;MERCADOLIVRE;142.9
6-Aug-16;20202;Cartao Itau Master;10101;Carteira;PIRAJA;100
10-Feb-17;20202;Cartao Itau Master;10101;Carteira;BOM NEGOCIO ATIVIDADES 16.98;16.98
10-Feb-17;20202;Cartao Itau Master;10101;Carteira;BOM NEGOCIO ATIVIDADES 16.98;16.98
10-Feb-17;20202;Cartao Itau Master;10101;Carteira;BOM NEGOCIO ATIVIDADES 16.98;16.98
13-Feb-17;20202;Cartao Itau Master;10101;Carteira;RETIRADA PAIS 300.00;300
10-Oct-17;20202;Cartao Itau Master;10101;Carteira;RETIRADA PAIS;400
25-Sep-17;20203;Cartao Itau VISA;10101;Carteira;RETIRADA PAIS;350
29-Apr-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 06509350;100
3-May-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 14621759 03/05;100
11-May-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 09147034 09/05;200
1-Jun-15;10103;Conta Corrente Itau;10101;Carteira;CXE 003368 SAQUE;100
5-Jun-15;10103;Conta Corrente Itau;10101;Carteira;CXE 000737 SAQUE;150
11-Jun-15;10103;Conta Corrente Itau;10101;Carteira;CXE 000489 SAQUE;100
18-Jun-15;10103;Conta Corrente Itau;10101;Carteira;CXE 001263 SAQUE;100
2-Jul-15;10103;Conta Corrente Itau;10101;Carteira;CXE TEF 168531976-4/500;1
22-Jul-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 03353067;100
27-Jul-15;10103;Conta Corrente Itau;10101;Carteira;CXE 001131 SAQUE 25/07;100
5-Aug-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 04392247;100
17-Aug-15;10103;Conta Corrente Itau;10101;Carteira;CXE 002386 SAQUE 16/08;100
18-Aug-15;10103;Conta Corrente Itau;10101;Carteira;CXE 000059 SAQUE;200
18-Aug-15;10103;Conta Corrente Itau;10101;Carteira;CXE 000919 SAQUE;300
24-Aug-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 05799044 22/08;150
28-Aug-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 01888221;150
2-Sep-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 08621757;100
8-Sep-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 13167960 05/09;100
24-Sep-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 06394183;100
30-Sep-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 02697720;100
19-Oct-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 04706966 17/10;100
20-Oct-15;10103;Conta Corrente Itau;10101;Carteira;CXE 000323 SAQUE;100
6-Nov-15;10103;Conta Corrente Itau;10101;Carteira;CXE 002311 SAQUE;300
11-Nov-15;10103;Conta Corrente Itau;10101;Carteira;CXE 000885 SAQUE;100
23-Nov-15;10103;Conta Corrente Itau;10101;Carteira;CXE 000794 SAQUE 22/11;60
9-Dec-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 03914918;100
15-Dec-15;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 05585955;100
4-Jan-16;10103;Conta Corrente Itau;10101;Carteira;SAQUE INTER US$ 205.00;859.54
5-Jan-16;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 03959954;100
11-Jan-16;10103;Conta Corrente Itau;10101;Carteira;CXE 000935 SAQUE;400
28-Jan-16;10103;Conta Corrente Itau;10101;Carteira;SAQUE S/CARTAO CXE001024;100
15-Feb-16;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 13828041 14/02;100
25-Feb-16;10103;Conta Corrente Itau;10101;Carteira;SAQUE S/CARTAO CXE000752;150
29-Feb-16;10103;Conta Corrente Itau;10101;Carteira;CXE 000992 SAQUE 27/02;700
22-Apr-16;10103;Conta Corrente Itau;10101;Carteira;CXE 000711 SAQUE;400
25-May-16;10103;Conta Corrente Itau;10101;Carteira;CXE 000869 SAQUE;100
12-Jul-16;10103;Conta Corrente Itau;10101;Carteira;SAQUE S/CARTAO CXE000570;150
15-Jul-16;10103;Conta Corrente Itau;10101;Carteira;CXE 000422 SAQUE;750
15-Jul-16;10103;Conta Corrente Itau;10101;Carteira;CXE 000430 SAQUE;100
10-Oct-16;10103;Conta Corrente Itau;10101;Carteira;CXE 002840 SAQUE;200
14-Nov-16;10103;Conta Corrente Itau;10101;Carteira;SAQUE S/CARTAO CXE003079;200
28-Dec-16;10103;Conta Corrente Itau;10101;Carteira;;4100.00
10-Apr-17;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 19163146;100
18-Apr-17;10103;Conta Corrente Itau;10101;Carteira;CXE 000315 SAQUE;350
25-Apr-17;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 07989197;100
27-Apr-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001123 SAQUE;340
28-Apr-17;10103;Conta Corrente Itau;10101;Carteira;CXE 000513 SAQUE;300
2-May-17;10103;Conta Corrente Itau;10101;Carteira;CXE 002725 SAQUE;300
4-May-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001651 SAQUE;500
9-May-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001388 SAQUE;320
15-May-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001453 SAQUE;200
24-May-17;10103;Conta Corrente Itau;10101;Carteira;CXE 000521 SAQUE;320
25-May-17;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 02115053;150
30-May-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001180 SAQUE;320
7-Jun-17;10103;Conta Corrente Itau;10101;Carteira;CXE 000091 SAQUE;300
7-Jun-17;10103;Conta Corrente Itau;10101;Carteira;CXE 002204 SAQUE;100
9-Jun-17;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 06584460;240
12-Jun-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001966 SAQUE 10/06;100
13-Jun-17;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 06726434;220
19-Jun-17;10103;Conta Corrente Itau;10101;Carteira;CXE 000430 SAQUE;220
22-Jun-17;10103;Conta Corrente Itau;10101;Carteira;CXE 000893 SAQUE;210
27-Jun-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001446 SAQUE;320
12-Jul-17;10103;Conta Corrente Itau;10101;Carteira;CXE 000448 SAQUE;100
24-Jul-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001610 SAQUE;160
25-Jul-17;10103;Conta Corrente Itau;10101;Carteira;CXE 000802 SAQUE;160
31-Jul-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001495 SAQUE;160
7-Aug-17;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 20298097;170
10-Aug-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001560 SAQUE;210
17-Aug-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001347 SAQUE;320
21-Aug-17;10103;Conta Corrente Itau;10101;Carteira;CXE 003624 SAQUE;320
24-Aug-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001313 SAQUE;700
28-Aug-17;10103;Conta Corrente Itau;10101;Carteira;SAQUE 24H 02687036 26/08;500
26-Sep-17;10103;Conta Corrente Itau;10101;Carteira;CXE 000554 SAQUE;100
28-Sep-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001529 SAQUE;170
4-Oct-17;10103;Conta Corrente Itau;10101;Carteira;CXE 000695 SAQUE;120
16-Oct-17;10103;Conta Corrente Itau;10101;Carteira;CXE 000406 SAQUE;100
19-Oct-17;10103;Conta Corrente Itau;10101;Carteira;CXE 000042 SAQUE;200
23-Oct-17;10103;Conta Corrente Itau;10101;Carteira;CXE 001610 SAQUE;200
26-Oct-17;10103;Conta Corrente Itau;10101;Carteira;Conta Corrente ItaÏCarteira;200
17-Feb-17;20208;Divida com Amigos;10101;Carteira;Terral;200
19-Sep-16;20203;Cartao Itau VISA;40507;Cinema;SESC CONSOLACAO;40
10-Aug-17;20203;Cartao Itau VISA;40507;Cinema;RESERVA CULTURAL;32
8-Sep-15;10103;Conta Corrente Itau;40507;Cinema;RSHOP-KINOPLEX IT-08/09;14
8-Sep-15;10103;Conta Corrente Itau;40507;Cinema;RSHOP-KINOPLEX IT-08/09;18
2-Dec-15;10103;Conta Corrente Itau;40507;Cinema;RSHOP-KINOPLEX IT-02/12;5
2-Dec-15;10103;Conta Corrente Itau;40507;Cinema;RSHOP-KINOPLEX IT-02/12;22.5
7-Dec-15;10103;Conta Corrente Itau;40507;Cinema;RSHOP-ESPACO ITAU-06/12;15
12-Jan-16;10103;Conta Corrente Itau;40507;Cinema;RSHOP-KINOPLEX IT-12/01;14
12-Jan-16;10103;Conta Corrente Itau;40507;Cinema;RSHOP-KINOPLEX IT-12/01;17.5
24-Dec-15;20201;Nubank;40507;Cinema;Cinemark;12
24-Dec-15;20201;Nubank;40507;Cinema;Cinemark;36
9-Feb-16;20201;Nubank;40507;Cinema;If de vimeo Com;1.81
11-Feb-16;20201;Nubank;40507;Cinema;Vimeo Com;28.38
24-Sep-15;20202;Cartao Itau Master;40301;Combustivel & Oleo;AUTO POSTO JK LTDA;60
27-Sep-15;20202;Cartao Itau Master;40301;Combustivel & Oleo;AUTO POSTO CECI;124.29
2-Oct-15;20202;Cartao Itau Master;40301;Combustivel & Oleo;MAXICAR;60
18-Oct-15;20202;Cartao Itau Master;40301;Combustivel & Oleo;Autoposto JK;108
24-Oct-15;20202;Cartao Itau Master;40301;Combustivel & Oleo;Posto de Serviços;50
14-Nov-15;20202;Cartao Itau Master;40301;Combustivel & Oleo;Autoposto JK;40.99
8-Mar-16;20202;Cartao Itau Master;40301;Combustivel & Oleo;Rede Campeao;50
31-Jul-16;20202;Cartao Itau Master;40301;Combustivel & Oleo;SHELL;38.25
25-Aug-16;20202;Cartao Itau Master;40301;Combustivel & Oleo;MAXICAR AUTO SERVICOS;50
8-Sep-16;20202;Cartao Itau Master;40301;Combustivel & Oleo;REDE CAMPEAO;50
26-Dec-16;20202;Cartao Itau Master;40301;Combustivel & Oleo;MAXICAR 30.00;30
27-Dec-16;20202;Cartao Itau Master;40301;Combustivel & Oleo;AUTO POSTO DOIS XIS 100.00;100
7-Jan-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;AUTO POSTO ELDORADO LT 180.00;180
14-Feb-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;GROENLANDIA AUTO POSTO 43.00;43
19-Feb-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;SEG CARTAO PROTEGIDO;30
19-Feb-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;;30
4-Mar-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;AUTO POSTO OSCAR PORTO;55
5-Mar-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;G & G AUTO POSTO;100
8-Mar-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;MAXICAR;100
1-Apr-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;A P HUNGRIA;236
11-Apr-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;CENTRO AUT XODO;100
25-Apr-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;POSTO DE GASOLINA PEQU;210
7-May-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;SHELL;153
14-May-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;POSTO BIG DUTRA;130.01
1-Jun-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;Duque e Cia;50
6-Jun-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;Rodosnack Tres Garcas;30.9
21-Jun-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;Auto Posto Finanlandia;100
30-Jun-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;RETIRO DA SERRA;79.7
30-Jun-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;REDE CAMPEAO;100
13-Jul-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;RODOSNACK ALEMAO LANCH   ;55.22
13-Jul-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;BIG TIGRAO;101
18-Jul-17;20202;Cartao Itau Master;40301;Combustivel & Oleo; SOL DA DUTRA;60
19-Jul-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;AUTO POSTO FL1 ;50
25-Jul-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;SHELL;50
3-Sep-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;GVP DA SILVA EPP;42
3-Sep-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;POSTO RIO DOS MEROS;55
5-Sep-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;GROENLANDIA AUTO POSTO;50
27-Sep-17;20202;Cartao Itau Master;40301;Combustivel & Oleo;AUTO POSTO BENETS;50
10-Mar-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;10/03 SHELL 28.00;28
14-Mar-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;14/03 MAX LJ DE CONVENIENCIA 64.00;64
15-Mar-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;15/03 MAX LJ DE CONVENIENCIA 32.00;32
16-Mar-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;16/03 POSTO DE SERVICOS TALI 50.00;50
22-Mar-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;22/03 REDE CAMPEAO 60.00;60
23-Mar-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;23/03 MAX LJ DE CONVENIENCIA 68.00;68
30-Mar-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;30/03 AUTO POSTO ESCALADA 60.50;60.5
3-Apr-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;03/04 AUTO POSTO CIRCULISTA 50.00;50
4-Apr-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;04/04 MAX LJ DE CONVENIENCIA 61.00;61
7-Apr-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;07/04 GROENLANDIA AUTO POSTO 30.00;30
14-Apr-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;14/04 AUTO POSTO AUSTRIA 84.18;84.18
16-Apr-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;16/04 AUTO POSTO FLM LTDA 50.00;50
16-Apr-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;16/04 MAX LJ DE CONVENIENCIA 25.00;25
19-Apr-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;19/04 C A AGUA ESPRAIADA 176.49;176.49
23-Apr-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;23/04 MAX LJ DE CONVENIENCIA 47.00;47
25-Apr-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;25/04 MAX LJ DE CONVENIENCIA 39.00;39
13-May-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;SHELL;20
16-May-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;MAXICAR;260
28-May-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;AP Hungria;161.91
11-Jun-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;AUTO POSTO DUQUE REBOU;169.76
27-Jun-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;JET 7 POSTOS SERV;30
1-Jul-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;MAXICAR;50
7-Jul-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;REDE CAMPEAO;195
8-Jul-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;MAX LJ DE CONVENIENCIA;59.5
30-Jul-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;SHELL;50
5-Aug-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;SHELL;198.19
16-Aug-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;POSTO LARGO DE PINHEIR;50
27-Aug-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;CENTRO AUTOMOTIVO SANT;44.5
28-Aug-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;AUTO POSTO DUQUE REBOU;174.04
16-Sep-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;LORENA AUTO POSTO;50
18-Sep-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;ALESAT FUNCHAL AUTO PO;50
18-Sep-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;POSTO COPENHAGUE;125
29-Sep-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;TNT POSTO DE SERVICO;109.99
1-Oct-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;AUTO POSTO CECI;143.94
18-Oct-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;SHELL;50
24-Oct-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;MAXICAR;50
28-Oct-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;GROENLANDIA AUTO POSTO;50
25-Nov-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;REDE CAMPEAO;50
1-Dec-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;SHELL;50
3-Dec-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;POSTO COPENHAGUE;50
8-Dec-16;20203;Cartao Itau VISA;40301;Combustivel & Oleo;ALESAT POSTO F ASSADO;37.02
11-Mar-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;POSTO BATALHA;168.79
27-Apr-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;AUTO POSTO PASIL;50
29-Apr-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;PESADA;50
10-May-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;BIG TIGRAO 83.56;83.56
10-May-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;MAXICAR 70.99;70.99
18-May-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;BILAC 50.00;50
16-Jun-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;Rede Campeao;50
30-Jul-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;AUTO POSTO PORTAL DA A;50
3-Aug-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;BIG TIGRAO;77.02
3-Aug-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;MAXICAR;171.32
6-Aug-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;POSTO REST TRES GARCAS;182.88
6-Aug-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;POSTOS I C E S LTDA;50
6-Aug-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;RODOSNACK TRES GARCAS;35.8
13-Aug-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;POSTO COPENHAGUE;100
8-Sep-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;AUTO POSTO DINAMITE;50
9-Sep-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;AUTO POSTO DUQUE BANDE;100.03
16-Sep-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;REDE CAMPEAO;123.01
30-Sep-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;Auto Posto Jardins;50
4-Oct-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;MAXICAR;50
6-Oct-17;20203;Cartao Itau VISA;40301;Combustivel & Oleo;POSTO SAN DIEGO;93.02
28-Jan-17;10101;Carteira;40301;Combustivel & Oleo;;50
28-Apr-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO DE SE-28/04;50
30-Apr-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-TNT POSTO D-30/04;60
4-May-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -03/05;57.5
6-May-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO DE SE-07/05;50
11-May-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -10/05;10.75
11-May-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -10/05;50
11-May-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO SERV -09/05;50
13-May-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -13/05;60
15-May-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -15/05;50
18-May-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -16/05;69.74
21-May-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -21/05;70.25
25-May-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -24/05;68.75
27-May-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO GIRAS-28/05;30
3-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -03/06;50.05
5-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -05/06;105
8-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -08/06;107.5
8-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -08/06;164.26
12-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO JOCKE-12/06;30
15-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-DUTRA 1 -14/06;169.99
15-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO QUATR-13/06;50
16-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO DE SE-16/06;50
18-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -18/06;50
24-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-A POSTO LG -24/06;70
24-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO GIRAS-24/06;20
26-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-TIGRAO NOVA-26/06;118.01
30-Jun-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -30/06;77.25
6-Jul-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -05/07;30
10-Jul-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -09/07;180
13-Jul-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO BIG D-12/07;162.02
13-Jul-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO SANTA-12/07;30
20-Jul-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -18/07;35
20-Jul-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -20/07;62.25
22-Jul-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -22/07;26.6
22-Jul-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -22/07;30
28-Jul-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO ESTRE-28/07;115
28-Jul-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO MINUA-28/07;30
31-Jul-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO DA VI-31/07;20
3-Aug-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -01/08;30
3-Aug-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -03/08;70.15
7-Aug-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-MAXICAR -07/08;50
10-Aug-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-MAX LJ DE -09/08;55.25
12-Aug-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -12/08;62.75
17-Aug-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -17/08;60
24-Aug-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -22/08;30
31-Aug-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -30/08;104
4-Sep-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -04/09;20.55
8-Sep-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -05/09;91.91
28-Sep-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -27/09;20.7
7-Oct-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-SHELL -07/10;60
13-Oct-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -11/10;40
14-Oct-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-SHELL -14/10;60
3-Nov-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -01/11;30.95
3-Nov-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-LORENA AUTO-02/11;60
3-Nov-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-LORENA AUTO-31/10;50
9-Nov-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-MAXICAR AUT-07/11;60
12-Nov-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -12/11;50
16-Nov-15;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-LORENA AUTO-14/11;60
8-Jan-16;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -08/01;60
11-Jan-16;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-AUTO POSTO -09/01;11.75
11-Jan-16;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-MAXICAR -10/01;50
11-Jan-16;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO RIV S-09/01;100
14-Jan-16;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-POSTO GIRAS-14/01;20
18-Jan-16;10103;Conta Corrente Itau;40301;Combustivel & Oleo;RSHOP-SKY AUTO PO-16/01;30
